วันที่,สาขา,รายละเอียด,ประเภท,รายรับ,รายจ่าย,ยอดรวม
04/06/2026,B1,ขวดใหญ่ 1000ml 98 ใบ 364 ถุงเล็ก 20,COGS,,764,283404.94
04/06/2026,B2,ยอดขายเงินสด,Sales-Cash,2020,,285424.94
04/06/2026,B2,ยอดขายเงินโอน,Sales-Transfer,1660,,287084.94
05/06/2026,B1,ยอดขายเงินสด,Sales-Cash,5930,,293014.94
05/06/2026,B1,ยอดขายเงินโอน,Sales-Transfer,2590,,295604.94
05/06/2026,B1,สับปะรด 33*18 รวม 594,COGS,,594,295010.94
05/06/2026,B1,"แตงโม 100 ลูก (2-6-2569: 50 ลูก, 4-6-2569: 50 ลูก)",COGS,,8000,287010.94
05/06/2026,B2,ยอดขายเงินสด,Sales-Cash,4140,,291150.94
05/06/2026,B2,ยอดขายเงินโอน,Sales-Transfer,1740,,292890.94
06/06/2026,B1,ยอดขายเงินสด,Sales-Cash,4240,,297130.94
06/06/2026,B1,ยอดขายเงินโอน,Sales-Transfer,3950,,301080.94
06/06/2026,B2,ยอดขายเงินสด,Sales-Cash,2640,,303720.94
06/06/2026,B2,ยอดขายเงินโอน,Sales-Transfer,2310,,306030.94
07/06/2026,B1,ยอดขายเงินสด,Sales-Cash,3880,,309910.94
07/06/2026,B1,ยอดขายเงินโอน,Sales-Transfer,3450,,313360.94
07/06/2026,B1,"ส้ม 20x22กก 440กกx30 13,200บาท",COGS,,14300,299060.94
07/06/2026,B2,ยอดขายเงินสด,Sales-Cash,2440,,301500.94
07/06/2026,B2,ยอดขายเงินโอน,Sales-Transfer,1560,,303060.94
08/06/2026,B1,ยอดขายเงินสด,Sales-Cash,2730,,305790.94
08/06/2026,B1,ยอดขายเงินโอน,Sales-Transfer,2740,,308530.94
08/06/2026,B1,Lalamove,COGS,,2000,306530.94
08/06/2026,B1,Stock June 2026 (split from rent slip),COGS,,12000,294530.94
08/06/2026,B1,ค่าเช่าร้านเดือน June (06) b1 35000,OPEX,,35000,259530.94
08/06/2026,B1,สับปะรด 15 ลูก,COGS,,504,259026.94
08/06/2026,B1,มะม่วง 1 ลัง,COGS,,1170,257856.94
08/06/2026,B1,แอปเปิ้ล 5 ลัง,COGS,,1750,256106.94
08/06/2026,B1,ฝรั่ง 1 ตะกร้า,COGS,,700,255406.94
08/06/2026,B2,ยอดขายเงินสด,Sales-Cash,2210,,257616.94
08/06/2026,B2,ยอดขายเงินโอน,Sales-Transfer,1170,,258786.94
08/06/2026,B2,"ค่าเช่าสต็อค เดือน June (B2 portion, split from joint ฿12,000 - see B1 for other half)",OPEX,,6000,252786.94
09/06/2026,B1,ยอดขายเงินสด,Sales-Cash,2250,,255036.94
09/06/2026,B1,ยอดขายเงินโอน,Sales-Transfer,2760,,257796.94
09/06/2026,B1,"แก้ว 1937*3 รวม 5,811",COGS,,6659,251137.94
09/06/2026,B1,หลอด 20 แพ็ก 671,COGS,,1149,249988.94
09/06/2026,B1,ฝา1 714,COGS,,714,249274.94
09/06/2026,B1,ถุงขยะ 4แพคใหญ่ 1019,COGS,,1830,247444.94
09/06/2026,B2,ยอดขายเงินสด,Sales-Cash,1910,,249354.94
09/06/2026,B2,ยอดขายเงินโอน,Sales-Transfer,950,,250304.94
10/06/2026,B1,ยอดขายเงินสด,Sales-Cash,2250,,252554.94
10/06/2026,B1,ยอดขายเงินโอน,Sales-Transfer,2270,,254824.94
10/06/2026,B2,ยอดขายเงินสด,Sales-Cash,1980,,256804.94
10/06/2026,B2,ยอดขายเงินโอน,Sales-Transfer,860,,257664.94
11/06/2026,B1,ยอดขายเงินสด,Sales-Cash,2600,,260264.94
11/06/2026,B1,ยอดขายเงินโอน,Sales-Transfer,1440,,261704.94
11/06/2026,B1,ฝรั่ง 1 ลัง,COGS,,700,261004.94
11/06/2026,B2,ยอดขายเงินสด,Sales-Cash,1500,,262504.94
11/06/2026,B2,ยอดขายเงินโอน,Sales-Transfer,790,,263294.94
12/06/2026,B1,ยอดขายเงินสด,Sales-Cash,1530,,264824.94
12/06/2026,B1,ยอดขายเงินโอน,Sales-Transfer,1540,,266364.94
12/06/2026,B1,"น้ำมะพร้าว50*20 1,000",COGS,,2200,264164.94
12/06/2026,B1,มะม่วง 1 ลัง,COGS,,1170,262994.94
12/06/2026,B1,แอปเปิ้ล 5 ลัง,COGS,,1750,261244.94
12/06/2026,B1,สับปะรด 19 ลูก,COGS,,950,260294.94
12/06/2026,B2,ยอดขายเงินสด,Sales-Cash,1020,,261314.94
12/06/2026,B2,ยอดขายเงินโอน,Sales-Transfer,380,,261694.94
13/06/2026,B1,ยอดขายเงินสด,Sales-Cash,4950,,266644.94
13/06/2026,B1,ยอดขายเงินโอน,Sales-Transfer,4270,,270914.94
13/06/2026,B2,ยอดขายเงินสด,Sales-Cash,4380,,275294.94
13/06/2026,B2,ยอดขายเงินโอน,Sales-Transfer,3150,,278444.94
14/06/2026,B1,ยอดขายเงินสด,Sales-Cash,3050,,281494.94
14/06/2026,B1,ยอดขายเงินโอน,Sales-Transfer,2970,,284464.94
14/06/2026,B1,"แตงโม 90 ลูก (7-6-2569: 45 ลูก, 12-6-2569: 45 ลูก)",COGS,,7200,277264.94
14/06/2026,B2,ยอดขายเงินสด,Sales-Cash,3560,,280824.94
14/06/2026,B2,ยอดขายเงินโอน,Sales-Transfer,1530,,282354.94
15/06/2026,B1,ยอดขายเงินสด,Sales-Cash,4290,,286644.94
15/06/2026,B1,ยอดขายเงินโอน,Sales-Transfer,2790,,289434.94
15/06/2026,B1,สับปะรด 1 ลูก,COGS,,50,289384.94
15/06/2026,B1,Unknown,COGS,,18,289366.94
15/06/2026,B1,สับปะรด 12 ลูก,COGS,,525,288841.94
15/06/2026,B1,ฝรั่ง 1 ตะกร้า,COGS,,800,288041.94
15/06/2026,B2,ยอดขายเงินสด,Sales-Cash,2370,,290411.94
15/06/2026,B2,ยอดขายเงินโอน,Sales-Transfer,1490,,291901.94
16/06/2026,B1,ยอดขายเงินสด,Sales-Cash,1200,,293101.94
16/06/2026,B1,ยอดขายเงินโอน,Sales-Transfer,2990,,296091.94
16/06/2026,B2,ยอดขายเงินสด,Sales-Cash,1820,,297911.94
16/06/2026,B2,ยอดขายเงินโอน,Sales-Transfer,940,,298851.94
17/06/2026,B1,ยอดขายเงินสด,Sales-Cash,5530,,304381.94
17/06/2026,B1,ยอดขายเงินโอน,Sales-Transfer,2920,,307301.94
17/06/2026,B1,รอบ 09/06/69,COGS,,16445,290856.94
17/06/2026,B1,รอบ 09/06/69,COGS,,16445,274411.94
17/06/2026,B2,ยอดขายเงินสด,Sales-Cash,4540,,278951.94
17/06/2026,B2,ยอดขายเงินโอน,Sales-Transfer,1110,,280061.94
18/06/2026,B1,ยอดขายเงินสด,Sales-Cash,3960,,284021.94
18/06/2026,B1,ยอดขายเงินโอน,Sales-Transfer,1000,,285021.94
18/06/2026,B1,มะม่วง 1 ลัง,COGS,,1300,283721.94
18/06/2026,B1,เนื้อมะพร้าว 20 * 120 2400 น้ำมะพร้าว 20 *,COGS,,3400,280321.94
18/06/2026,B1,ฝรั่ง 1 ตะกร้า,COGS,,800,279521.94
18/06/2026,B1,ฝรั่ง 1 ตะกร้า,COGS,,800,278721.94
18/06/2026,B1,เนื้อมะพร้าว 20 * 120 2400 น้ำมะพร้าว 20 *,COGS,,3400,275321.94
18/06/2026,B1,มะม่วง 1 ลัง,COGS,,1300,274021.94
18/06/2026,B2,ยอดขายเงินสด,Sales-Cash,1390,,275411.94
18/06/2026,B2,ยอดขายเงินโอน,Sales-Transfer,350,,275761.94
19/06/2026,B1,ยอดขายเงินสด,Sales-Cash,840,,276601.94
19/06/2026,B1,ยอดขายเงินโอน,Sales-Transfer,2040,,278641.94
19/06/2026,B1,น้ำมะพร้าว40ลิตร ลิตรละ45บาท,COGS,,5700,272941.94
19/06/2026,B1,น้ำยาล้างจาน 7 ถุง ผงซักฟอก 1,COGS,,149,272792.94
19/06/2026,B1,น้ำยาล้างจาน 7 ถุง ผงซักฟอก 1,COGS,,149,272643.94
19/06/2026,B1,น้ำมะพร้าว40ลิตร ลิตรละ45บาท,COGS,,5700,266943.94
19/06/2026,B2,ยอดขายเงินสด,Sales-Cash,1630,,268573.94
19/06/2026,B2,ยอดขายเงินโอน,Sales-Transfer,1120,,269693.94
20/06/2026,B1,ยอดขายเงินสด,Sales-Cash,6190,,275883.94
20/06/2026,B1,ยอดขายเงินโอน,Sales-Transfer,5440,,281323.94
20/06/2026,B2,ยอดขายเงินสด,Sales-Cash,3790,,285113.94
20/06/2026,B2,ยอดขายเงินโอน,Sales-Transfer,2310,,287423.94
21/06/2026,B1,ยอดขายเงินสด,Sales-Cash,5600,,293023.94
21/06/2026,B1,ยอดขายเงินโอน,Sales-Transfer,3080,,296103.94
21/06/2026,B1,"15-6-2569 แตงโม 50บาท 50 ลูก ยอด 2,500",COGS,,6500,289603.94
21/06/2026,B2,ยอดขายเงินสด,Sales-Cash,3880,,293483.94
21/06/2026,B2,ยอดขายเงินโอน,Sales-Transfer,1980,,295463.94
22/06/2026,B1,ยอดขายเงินสด,Sales-Cash,4910,,300373.94
22/06/2026,B1,ยอดขายเงินโอน,Sales-Transfer,3120,,303493.94
22/06/2026,B1,สับปะรด 15 ลูก,COGS,,700,302793.94
22/06/2026,B1,มะม่วง 2 ลัง,COGS,,1632,301161.94
22/06/2026,B1,Lalamove,COGS,,2000,299161.94
22/06/2026,B1,แอพเปิ้ล 5 ลัง,COGS,,1750,297411.94
22/06/2026,B1,สับปะรด 15 ลูก,COGS,,700,296711.94
22/06/2026,B1,ฝรั่ง 1 ลัง,COGS,,700,296011.94
22/06/2026,B2,ยอดขายเงินสด,Sales-Cash,3370,,299381.94
22/06/2026,B2,ยอดขายเงินโอน,Sales-Transfer,850,,300231.94
23/06/2026,B1,ยอดขายเงินสด,Sales-Cash,3760,,303991.94
23/06/2026,B1,ยอดขายเงินโอน,Sales-Transfer,4040,,308031.94
23/06/2026,B2,ยอดขายเงินสด,Sales-Cash,3500,,311531.94
23/06/2026,B2,ยอดขายเงินโอน,Sales-Transfer,900,,312431.94
24/06/2026,B1,ยอดขายเงินสด,Sales-Cash,3820,,316251.94
24/06/2026,B1,ยอดขายเงินโอน,Sales-Transfer,1850,,318101.94
24/06/2026,B1,"นมข้นจืด 2,221",COGS,,5020,313081.94
24/06/2026,B1,นมข้นจืด1ลัง,COGS,,600,312481.94
24/06/2026,B1,นมข้นหวาน1ลัง,COGS,,840,311641.94
24/06/2026,B2,ยอดขายเงินสด,Sales-Cash,1620,,313261.94
24/06/2026,B2,ยอดขายเงินโอน,Sales-Transfer,410,,313671.94
25/06/2026,B1,ยอดขายเงินสด,Sales-Cash,1310,,314981.94
25/06/2026,B1,ยอดขายเงินโอน,Sales-Transfer,2540,,317521.94
25/06/2026,B1,แตงโม 22-6-2569 30 ลูก 2400 25-6-2569 40,COGS,,6000,311521.94
25/06/2026,B2,ยอดขายเงินสด,Sales-Cash,770,,312291.94
25/06/2026,B2,ยอดขายเงินโอน,Sales-Transfer,650,,312941.94
26/06/2026,B1,ยอดขายเงินสด,Sales-Cash,2720,,315661.94
26/06/2026,B1,ยอดขายเงินโอน,Sales-Transfer,3140,,318801.94
26/06/2026,B2,ยอดขายเงินสด,Sales-Cash,2170,,320971.94
26/06/2026,B2,ยอดขายเงินโอน,Sales-Transfer,440,,321411.94
27/06/2026,B1,ยอดขายเงินสด,Sales-Cash,6430,,327841.94
27/06/2026,B1,ยอดขายเงินโอน,Sales-Transfer,4250,,332091.94
27/06/2026,B1,ถุงมือ20กล่อง 2589,COGS,,4598,327493.94
27/06/2026,B1,หลอด 20 แพค,COGS,,630,326863.94
27/06/2026,B1,Unknown,OPEX,,317,326546.94
27/06/2026,B2,ยอดขายเงินสด,Sales-Cash,3290,,329836.94
27/06/2026,B2,ยอดขายเงินโอน,Sales-Transfer,2580,,332416.94
28/06/2026,B1,ยอดขายเงินสด,Sales-Cash,2310,,334726.94
28/06/2026,B1,ยอดขายเงินโอน,Sales-Transfer,4110,,338836.94
28/06/2026,B2,ยอดขายเงินสด,Sales-Cash,880,,339716.94
28/06/2026,B2,ยอดขายเงินโอน,Sales-Transfer,1200,,340916.94
29/06/2026,B1,ยอดขายเงินสด,Sales-Cash,2080,,342996.94
29/06/2026,B1,ยอดขายเงินโอน,Sales-Transfer,1770,,344766.94
29/06/2026,B1,ฝาแก้วภูเขาไฟ 1ลัง(954) 10แถว(987) 5แถว(561),COGS,,2502,342264.94
29/06/2026,B1,"แก้ว2ลัง 1468*2 2,936",COGS,,3498,338766.94
29/06/2026,B1,ฝา8แถว,COGS,,896,337870.94
29/06/2026,B1,สกัดเย็น1เครื่อง,OPEX,,1402,336468.94
29/06/2026,B1,ฝรั่ง 1 ตะกร้า,COGS,,800,335668.94
29/06/2026,B1,มังคุด 3 ตะกร้า,OPEX,,1932,333736.94
29/06/2026,B1,Apple 2 box,OPEX,,700,333036.94
29/06/2026,B1,สับปะรด 15 ลูก,COGS,,675,332361.94
29/06/2026,B1,รอบ 18/06/69,COGS,,17815,314546.94
29/06/2026,B2,ยอดขายเงินสด,Sales-Cash,2710,,317256.94
29/06/2026,B2,ยอดขายเงินโอน,Sales-Transfer,440,,317696.94
30/06/2026,B1,ยอดขายเงินสด,Sales-Cash,4090,,321786.94
30/06/2026,B1,ยอดขายเงินโอน,Sales-Transfer,2640,,324426.94
30/06/2026,B1,ค่าแรง 4 คน คนคนละ 12000 และ รายวัน 1,OPEX,,48400,276026.94
30/06/2026,B2,ยอดขายเงินสด,Sales-Cash,1870,,277896.94
30/06/2026,B2,ยอดขายเงินโอน,Sales-Transfer,310,,278206.94
30/06/2026,B2,"ค่าแรง 2 คน คนละ 12000 (B2 portion, split from joint payroll transfer ฿48,400 - see B1 for other portion)",OPEX,,24000,254206.94
30/06/2026,B2,"รายวัน 1 คน 400 (B2 portion, part of joint payroll transfer ฿48,400)",OPEX,,400,253806.94
01/07/2026,B1,ยอดขายเงินสด,Sales-Cash,3270,,257076.94
01/07/2026,B1,ยอดขายเงินโอน,Sales-Transfer,1380,,258456.94
01/07/2026,B2,ยอดขายเงินสด,Sales-Cash,3010,,261466.94
01/07/2026,B2,ยอดขายเงินโอน,Sales-Transfer,2190,,263656.94
02/07/2026,B1,ยอดขายเงินสด,Sales-Cash,1060,,264716.94
02/07/2026,B1,ยอดขายเงินโอน,Sales-Transfer,440,,265156.94
02/07/2026,B1,ค่าส่งส้มเดือน 6 (LINE_ALBUM_Cost July_260802_29.jpg),COGS,,1598,263558.94
02/07/2026,B2,ยอดขายเงินสด,Sales-Cash,220,,263778.94
02/07/2026,B2,ยอดขายเงินโอน,Sales-Transfer,190,,263968.94
03/07/2026,B1,ยอดขายเงินสด,Sales-Cash,6030,,269998.94
03/07/2026,B1,ยอดขายเงินโอน,Sales-Transfer,3550,,273548.94
03/07/2026,B1,1 สับปะรด 15 ลูก 750 2 สับปะรด 15 ลูก 729 (LINE_ALBUM_Cost July_260802_30.jpg),COGS,,1479,272069.94
03/07/2026,B1,แอปเปิ้ล 3 ลัง (LINE_ALBUM_Cost July_260802_31.jpg),COGS,,1140,270929.94
03/07/2026,B1,มะม่วง 1 ลัง (LINE_ALBUM_Cost July_260802_32.jpg),COGS,,1040,269889.94
03/07/2026,B1,ฝรั่ง 1 ลัง (LINE_ALBUM_Cost July_260802_33.jpg),COGS,,900,268989.94
03/07/2026,B1,ค่าส่ง (LINE_ALBUM_Cost July_260802_34.jpg),OPEX,,2000,266989.94
03/07/2026,B2,ยอดขายเงินสด,Sales-Cash,5020,,272009.94
03/07/2026,B2,ยอดขายเงินโอน,Sales-Transfer,1940,,273949.94
04/07/2026,B1,ยอดขายเงินสด,Sales-Cash,5660,,279609.94
04/07/2026,B1,ยอดขายเงินโอน,Sales-Transfer,3790,,283399.94
04/07/2026,B2,ยอดขายเงินสด,Sales-Cash,3000,,286399.94
04/07/2026,B2,ยอดขายเงินโอน,Sales-Transfer,2200,,288599.94
05/07/2026,B1,ยอดขายเงินสด,Sales-Cash,4740,,293339.94
05/07/2026,B1,ยอดขายเงินโอน,Sales-Transfer,4020,,297359.94
05/07/2026,B2,ยอดขายเงินสด,Sales-Cash,2270,,299629.94
05/07/2026,B2,ยอดขายเงินโอน,Sales-Transfer,1280,,300909.94
06/07/2026,B1,ยอดขายเงินสด,Sales-Cash,3760,,304669.94
06/07/2026,B1,ยอดขายเงินโอน,Sales-Transfer,2240,,306909.94
06/07/2026,B1,ค่าเช่า stock เดือน june (1/3 split B1) (LINE_ALBUM_Cost July_260802_35.jpg),OPEX,,4000,302909.94
06/07/2026,B1,สับปะรด 20 ลูก (LINE_ALBUM_Cost July_260802_36.jpg),COGS,,783,302126.94
06/07/2026,B1,มะม่วง 2 ลัง (LINE_ALBUM_Cost July_260802_37.jpg),COGS,,2340,299786.94
06/07/2026,B1,ฝรั่ง 1 ตะกร้า (LINE_ALBUM_Cost July_260802_38.jpg),COGS,,900,298886.94
06/07/2026,B1,แอปเปิ้ล 3 ลัง (LINE_ALBUM_Cost July_260802_39.jpg),COGS,,900,297986.94
06/07/2026,B2,ยอดขายเงินสด,Sales-Cash,2820,,300806.94
06/07/2026,B2,ยอดขายเงินโอน,Sales-Transfer,910,,301716.94
06/07/2026,B2,ค่าเช่า stock เดือน june (1/3 split B2),OPEX,,4000,297716.94
06/07/2026,B3,ค่าเช่า stock เดือน june (1/3 split B3),OPEX,,4000,293716.94
07/07/2026,B1,ยอดขายเงินสด,Sales-Cash,3380,,297096.94
07/07/2026,B1,ยอดขายเงินโอน,Sales-Transfer,2180,,299276.94
07/07/2026,B2,ยอดขายเงินสด,Sales-Cash,2360,,301636.94
07/07/2026,B2,ยอดขายเงินโอน,Sales-Transfer,670,,302306.94
08/07/2026,B1,ยอดขายเงินสด,Sales-Cash,2660,,304966.94
08/07/2026,B1,ยอดขายเงินโอน,Sales-Transfer,1190,,306156.94
08/07/2026,B1,แตงโม 3-7-69 36 ลูก ลูกละ 80 บาท 6-7-69 50 ลูก ลูกละ 80 บาท (LINE_ALBUM_Cost July_260802_40.jpg),COGS,,6880,299276.94
08/07/2026,B1,เต้น (tent) (LINE_ALBUM_Cost July_260802_41.jpg),OPEX,,1342,297934.94
08/07/2026,B2,ยอดขายเงินสด,Sales-Cash,1470,,299404.94
08/07/2026,B2,ยอดขายเงินโอน,Sales-Transfer,830,,300234.94
09/07/2026,B1,ยอดขายเงินสด,Sales-Cash,4500,,304734.94
09/07/2026,B1,ยอดขายเงินโอน,Sales-Transfer,1880,,306614.94
09/07/2026,B1,น้ำ 25ลิตร ลิตรละ45บาท เนื้อคว้าน 50kg.กิโลละ 100บาท ค่าส่ง350บาท (LINE_ALBUM_Cost July_260802_42.jpg),COGS,,6470,300144.94
09/07/2026,B2,ยอดขายเงินสด,Sales-Cash,3250,,303394.94
09/07/2026,B2,ยอดขายเงินโอน,Sales-Transfer,1240,,304634.94
10/07/2026,B1,ยอดขายเงินสด,Sales-Cash,5500,,310134.94
10/07/2026,B1,ยอดขายเงินโอน,Sales-Transfer,4040,,314174.94
10/07/2026,B1,ฝรั่ง 1 ลัง (LINE_ALBUM_Cost July_260802_43.jpg),COGS,,900,313274.94
10/07/2026,B1,Apple 5 box (LINE_ALBUM_Cost July_260802_44.jpg),COGS,,1500,311774.94
10/07/2026,B2,ยอดขายเงินสด,Sales-Cash,3330,,315104.94
10/07/2026,B2,ยอดขายเงินโอน,Sales-Transfer,1700,,316804.94
11/07/2026,B1,ยอดขายเงินสด,Sales-Cash,5370,,322174.94
11/07/2026,B1,ยอดขายเงินโอน,Sales-Transfer,4190,,326364.94
11/07/2026,B1,ฝรั่ง 1 ตะกร้า (LINE_ALBUM_Cost July_260802_45.jpg),COGS,,900,325464.94
11/07/2026,B1,มะม่วง 3 ลัง (LINE_ALBUM_Cost July_260802_46.jpg),COGS,,4300,321164.94
11/07/2026,B1,แอปเปิ้ล 3 ลัง (LINE_ALBUM_Cost July_260802_47.jpg),COGS,,900,320264.94
11/07/2026,B2,ยอดขายเงินสด,Sales-Cash,2860,,323124.94
11/07/2026,B2,ยอดขายเงินโอน,Sales-Transfer,2030,,325154.94
11/07/2026,B3,ยอดขายเงินโอน,Sales-Transfer,5849,,331003.94
12/07/2026,B1,ยอดขายเงินสด,Sales-Cash,4340,,335343.94
12/07/2026,B1,ยอดขายเงินโอน,Sales-Transfer,4220,,339563.94
12/07/2026,B2,ยอดขายเงินสด,Sales-Cash,3070,,342633.94
12/07/2026,B2,ยอดขายเงินโอน,Sales-Transfer,2000,,344633.94
12/07/2026,B3,ยอดขายเงินโอน,Sales-Transfer,7124,,351757.94
13/07/2026,B1,ยอดขายเงินสด,Sales-Cash,6120,,357877.94
13/07/2026,B1,ยอดขายเงินโอน,Sales-Transfer,2770,,360647.94
13/07/2026,B1,ค่าขนส่ง (LINE_ALBUM_Cost July_260802_48.jpg),OPEX,,344,360303.94
13/07/2026,B1,ทิชชู4(636) หลอด20 (671) ถุงเล็ก3(605) ถุงใหญ่2(943) (LINE_ALBUM_Cost July_260802_49.jpg),COGS,,2855,357448.94
13/07/2026,B1,"แก้ว98 4ลัง 7656-635 7,021 ฝา635 (LINE_ALBUM_Cost July_260802_50.jpg)",COGS,,7656,349792.94
13/07/2026,B2,ยอดขายเงินสด,Sales-Cash,2300,,352092.94
13/07/2026,B2,ยอดขายเงินโอน,Sales-Transfer,1050,,353142.94
13/07/2026,B3,ยอดขายเงินโอน,Sales-Transfer,6109,,359251.94
14/07/2026,B1,ยอดขายเงินสด,Sales-Cash,3760,,363011.94
14/07/2026,B1,ยอดขายเงินโอน,Sales-Transfer,4190,,367201.94
14/07/2026,B1,11/7/69 10 ลูก 620 14/7/69 25 ลูก 1269 (LINE_ALBUM_Cost July_260802_51.jpg),COGS,,1889,365312.94
14/07/2026,B1,Apple 3 ลัง (LINE_ALBUM_Cost July_260802_52.jpg),COGS,,1200,364112.94
14/07/2026,B2,ยอดขายเงินสด,Sales-Cash,2790,,366902.94
14/07/2026,B2,ยอดขายเงินโอน,Sales-Transfer,1210,,368112.94
14/07/2026,B3,ยอดขายเงินโอน,Sales-Transfer,8430,,376542.94
15/07/2026,B1,ยอดขายเงินสด,Sales-Cash,4150,,380692.94
15/07/2026,B1,ยอดขายเงินโอน,Sales-Transfer,1510,,382202.94
15/07/2026,B1,ฝรั่ง 2 ตะกร้า ตะกร้าละ 20 โล (LINE_ALBUM_Cost July_260802_53.jpg),COGS,,2000,380202.94
15/07/2026,B2,ยอดขายเงินสด,Sales-Cash,3250,,383452.94
15/07/2026,B2,ยอดขายเงินโอน,Sales-Transfer,1220,,384672.94
15/07/2026,B3,ยอดขายเงินโอน,Sales-Transfer,8181,,392853.94
16/07/2026,B1,ยอดขายเงินสด,Sales-Cash,4490,,397343.94
16/07/2026,B1,ยอดขายเงินโอน,Sales-Transfer,2650,,399993.94
16/07/2026,B1,"รอบ 01/07/69 ส้ม 28x22กก 616กกx30 18,480บาท ค่าขนส่ง 28ตกx 55 1540 (LINE_ALBUM_Cost July_260802_54.jpg)",COGS,,20020,379973.94
16/07/2026,B2,ยอดขายเงินสด,Sales-Cash,1450,,381423.94
16/07/2026,B2,ยอดขายเงินโอน,Sales-Transfer,520,,381943.94
16/07/2026,B3,ยอดขายเงินโอน,Sales-Transfer,7737,,389680.94
17/07/2026,B1,ยอดขายเงินสด,Sales-Cash,5220,,394900.94
17/07/2026,B1,ยอดขายเงินโอน,Sales-Transfer,3240,,398140.94
17/07/2026,B1,ส้ม 125 โล 3450 ค่าส่ง 300 (LINE_ALBUM_Cost July_260802_55.jpg),COGS,,3750,394390.94
17/07/2026,B1,สับปะรด 25 ลูก (LINE_ALBUM_Cost July_260802_56.jpg),COGS,,1539,392851.94
17/07/2026,B1,แตงโม 10-7-69 50 ลูก 4000 11-7-69 40 ลูก 3200 (LINE_ALBUM_Cost July_260802_57.jpg),COGS,,7200,385651.94
17/07/2026,B1,ทุเรียน 50 โล โลละ 85 รวม 4250 มัดจำตะกร้า 200 (LINE_ALBUM_Cost July_260802_58.jpg),COGS,,4450,381201.94
17/07/2026,B1,แตงโม 14-7-69 50 ลูก 4000 (LINE_ALBUM_Cost July_260802_59.jpg),COGS,,4000,377201.94
17/07/2026,B1,มะม่วง 52 โล(2 ตะกร้า) โลละ 50 (LINE_ALBUM_Cost July_260802_60.jpg),COGS,,2600,374601.94
17/07/2026,B1,ฝรั่ง 2 ตะกร้า (ตะกร้าละ 20 โล) (LINE_ALBUM_Cost July_260802_61.jpg),COGS,,2000,372601.94
17/07/2026,B1,แอปเปิ้ล 5 ลัง (LINE_ALBUM_Cost July_260802_62.jpg),COGS,,2000,370601.94
17/07/2026,B1,น้ำ 30ลิตร ลิตรละ45บาท เนื้อมะพร้าว 50kg.กิโลละ 100บาท ค่าส่ง350 (LINE_ALBUM_Cost July_260802_63.jpg),COGS,,6700,363901.94
17/07/2026,B2,ยอดขายเงินสด,Sales-Cash,3910,,367811.94
17/07/2026,B2,ยอดขายเงินโอน,Sales-Transfer,1540,,369351.94
17/07/2026,B3,ยอดขายเงินโอน,Sales-Transfer,7321,,376672.94
18/07/2026,B1,ยอดขายเงินสด,Sales-Cash,6410,,383082.94
18/07/2026,B1,ยอดขายเงินโอน,Sales-Transfer,3950,,387032.94
18/07/2026,B2,ยอดขายเงินสด,Sales-Cash,3430,,390462.94
18/07/2026,B2,ยอดขายเงินโอน,Sales-Transfer,2740,,393202.94
18/07/2026,B3,ยอดขายเงินโอน,Sales-Transfer,9064,,402266.94
19/07/2026,B1,ยอดขายเงินสด,Sales-Cash,5340,,407606.94
19/07/2026,B1,ยอดขายเงินโอน,Sales-Transfer,3240,,410846.94
19/07/2026,B2,ยอดขายเงินสด,Sales-Cash,3280,,414126.94
19/07/2026,B2,ยอดขายเงินโอน,Sales-Transfer,1760,,415886.94
19/07/2026,B3,ยอดขายเงินโอน,Sales-Transfer,8925,,424811.94
20/07/2026,B1,ยอดขายเงินสด,Sales-Cash,6480,,431291.94
20/07/2026,B1,ยอดขายเงินโอน,Sales-Transfer,1900,,433191.94
20/07/2026,B1,ฝรั่ง 2 ตะกร้า (LINE_ALBUM_Cost July_260802_64.jpg),COGS,,2000,431191.94
20/07/2026,B1,สับปะรด 20 ลูก (LINE_ALBUM_Cost July_260802_65.jpg),COGS,,1296,429895.94
20/07/2026,B1,มะม่วง 2 ลัง (LINE_ALBUM_Cost July_260802_66.jpg),COGS,,2600,427295.94
20/07/2026,B1,แตงโม 17-7-2569 เบอร์ 80บาท 50 ลูก (LINE_ALBUM_Cost July_260802_67.jpg),COGS,,4000,423295.94
20/07/2026,B2,ยอดขายเงินสด,Sales-Cash,5190,,428485.94
20/07/2026,B2,ยอดขายเงินโอน,Sales-Transfer,1610,,430095.94
20/07/2026,B3,ยอดขายเงินโอน,Sales-Transfer,11046,,441141.94
21/07/2026,B1,ยอดขายเงินสด,Sales-Cash,5890,,447031.94
21/07/2026,B1,ยอดขายเงินโอน,Sales-Transfer,2880,,449911.94
21/07/2026,B1,(LINE_ALBUM_Cost July_260802_68.jpg),OPEX,,2000,447911.94
21/07/2026,B2,ยอดขายเงินสด,Sales-Cash,3800,,451711.94
21/07/2026,B2,ยอดขายเงินโอน,Sales-Transfer,1840,,453551.94
21/07/2026,B3,ยอดขายเงินโอน,Sales-Transfer,11646,,465197.94
22/07/2026,B1,ยอดขายเงินสด,Sales-Cash,1720,,466917.94
22/07/2026,B1,ยอดขายเงินโอน,Sales-Transfer,660,,467577.94
